sector,price,built_up_area,estimated_annual_rent,Annual_Cashflow,ROI (%)
sector 65,2.35,1650.0,423000.00000000006,-1752149.0,-36.19
sector 37,0.38,925.0,68400.00000000001,-327494.0,-39.6
sector 56,2.11,2250.0,379800.00000000006,-1611627.0,-36.75
sector 74,1.48,1300.0,266400.00000000006,-1121555.0,-36.57
sector 26,17.0,4518.0,3060000.0000000005,-12225539.0,-35.36
sector 36,0.41,654.0,73800.0,-335651.0,-38.38
sector 85,2.05,2500.0,369000.00000000006,-1581296.0,-36.98
sector 109,2.95,2851.0,531000.0000000001,-2233103.0,-36.54
sohna road,0.53,913.0,95400.00000000001,-432744.0,-38.32
sector 7,2.43,345.0,437400.00000000006,-1745950.0,-35.34
sector 92,0.95,1717.0,171000.00000000003,-767651.0,-38.07
sector 48,7.25,3240.0,1305000.0000000002,-5285470.0,-35.68
sector 83,1.19,1778.0,214200.00000000003,-939901.0,-37.53
sector 99,0.59,1133.0,106200.00000000001,-485635.0,-38.51
sector 111,0.6,789.0,108000.00000000001,-476178.0,-37.65
sector 61,1.41,1150.0,253800.00000000003,-1064970.0,-36.49
sector 48,1.75,2200.0,315000.00000000006,-1355243.0,-37.07
sector 66,15.1,8067.799999999999,2718000.0000000005,-11055460.0,-35.77
sohna road,0.35,528.0,63000.00000000001,-287273.0,-38.44
sector 43,2.75,2222.0,495000.00000000006,-2061809.0,-36.32
sector 47,5.25,4650.0,945000.0000000001,-3942129.0,-36.36
sector 68,1.0,1311.0,180000.00000000003,-783438.0,-37.34
sector 71,0.95,1084.0,171000.00000000003,-737267.0,-37.12
sector 1,0.85,1946.0,153000.00000000003,-708092.0,-38.79
sector 54,3.25,2558.0,585000.0000000001,-2430692.0,-36.26
sector 83,1.25,1792.0,225000.00000000003,-982904.0,-37.43
sector 28,8.4,2430.0,1512000.0000000002,-6057927.0,-35.43
sector 4,0.8,146.0,144000.00000000003,-586416.0,-35.8
sector 68,1.0,889.0,180000.00000000003,-763182.0,-36.73
sector 111,3.4,2670.0,612000.0000000001,-2541895.0,-36.25
sector 103,0.93,1613.0,167400.00000000003,-748549.0,-37.98
sector 70a,1.18,1611.0,212400.00000000003,-924830.0,-37.35
sector 62,10.75,4990.0,1935000.0000000002,-7838756.0,-35.68
sector 56,1.55,1810.0,279000.00000000006,-1195421.0,-36.98
sector 95,0.9,2000.0,162000.00000000003,-745959.0,-38.67
sector 81,2.45,1800.0,441000.00000000006,-1829900.0,-36.23
sector 68,0.92,1127.0,165600.00000000003,-718165.0,-37.26
sector 69,1.4,1376.0,252000.00000000003,-1068762.0,-36.74
sector 99,0.27,498.0,48600.00000000001,-229392.0,-39.26
sector 70,2.0,2114.0,360000.00000000006,-1527493.0,-36.75
sector 76,0.5,844.0,90000.00000000001,-408267.0,-38.32
sector 104,0.2,301.0,36000.00000000001,-170550.0,-39.35
sector 106,3.2,2224.0,576000.0000000001,-2379385.0,-36.13
sector 70,1.63,1527.0,293400.0,-1238278.0,-36.63
sector 67a,2.0,1346.0,360000.00000000006,-1490629.0,-36.18
sector 79,1.29,1423.0,232200.00000000003,-993412.0,-36.94
sector 79,1.25,1383.0,225000.00000000003,-963272.0,-36.96
sector 103,3.25,4000.0,585000.0000000001,-2499908.0,-36.92
sector 33,1.4,1448.0,252000.00000000003,-1072218.0,-36.81
sector 56,1.45,1719.0,261000.00000000003,-1120502.0,-37.02
sector 85,1.25,1900.0,225000.00000000003,-988088.0,-37.55
sector 8,0.59,585.0,106200.00000000001,-459331.0,-37.2
sector 49,2.9,2157.0,522000.00000000006,-2164516.0,-36.22
sector 65,2.15,1433.0,387000.00000000006,-1600631.0,-36.16
sector 62,7.56,4200.0,1360800.0000000002,-5550258.0,-35.84
sector 83,0.75,1199.0,135000.00000000003,-601685.0,-37.9
sector 65,2.29,1833.0,412200.00000000006,-1718603.0,-36.34
sector 99,1.9,2835.0,342000.00000000006,-1491550.0,-37.39
sector 63a,3.7,2667.0,666000.0000000001,-2753404.0,-36.15
sector 41,9.25,5000.0,1665000.0000000002,-6780970.0,-35.8
sohna road,1.5,1053.0,270000.00000000006,-1123809.0,-36.3
sector 102,1.54,1315.0,277200.00000000006,-1164606.0,-36.52
sector 12,2.7,3150.0,486000.00000000006,-2071078.0,-36.85
sector 41,9.35,7500.0,1683000.0000000002,-6971521.0,-36.19
sector 72,3.21,2140.0,577800.0000000001,-2382408.0,-36.09
sector 111,3.5,2700.0,630000.0000000001,-2613886.0,-36.23
sector 86,1.3,1715.0,234000.00000000003,-1014483.0,-37.25
sector 108,0.7,1468.0,126000.00000000001,-579321.0,-38.64
sector 104,2.55,2303.0,459000.00000000006,-1924595.0,-36.47
sector 109,1.75,1466.0,315000.00000000006,-1320011.0,-36.46
sector 81,4.7,6268.0,846000.0000000001,-3631762.0,-37.02
sector 5,0.4,1000.0,72000.00000000001,-345204.0,-39.63
sector 43,11.5,9000.0,2070000.0000000002,-8560368.0,-36.15
sector 72,6.75,4000.0,1215000.0000000002,-4969195.0,-35.9
sector 33,1.55,1421.0,279000.00000000006,-1176749.0,-36.61
sector 85,0.67,1250.0,120600.00000000001,-547692.0,-38.34
sector 107,0.5,494.0,90000.00000000001,-391467.0,-37.33
sector 102,1.45,1300.0,261000.00000000003,-1100390.0,-36.6
sector 81,0.9,1780.0,162000.00000000003,-735399.0,-38.33
sector 67,1.85,278.0,333000.00000000006,-1333538.0,-35.42
sector 15,1.4,1444.0,252000.00000000003,-1072026.0,-36.81
sector 67,2.8,2048.0,504000.00000000006,-2088733.0,-36.2
sector 5,0.28,600.0,50400.000000000015,-241343.0,-39.6
sector 90,1.25,1557.0,225000.00000000003,-971624.0,-37.16
sector 104,2.49,2217.0,448200.0000000001,-1878137.0,-36.46
sector 90,0.64,1199.0,115200.00000000001,-524079.0,-38.38
sector 11,2.5,1850.0,450000.00000000006,-1867576.0,-36.24
sector 39,2.0,3556.0,360000.00000000006,-1596709.0,-37.79
sector 74,1.5,1556.0,270000.00000000006,-1147953.0,-36.8
sector 77,0.75,1180.0,135000.00000000003,-600773.0,-37.86
sector 103,0.9,1222.0,162000.00000000003,-708615.0,-37.46
sector 36,0.5,600.0,90000.00000000001,-396555.0,-37.63
sector 13,9.0,8100.0,1620000.0000000002,-6753393.0,-36.34
sector 67,1.0,826.0,180000.00000000003,-760158.0,-36.64
sector 22,1.75,1249.0,315000.00000000006,-1309595.0,-36.28
sector 3,1.5,210.0,270000.00000000006,-1083345.0,-35.46
sector 54,5.7,1382.0,1026000.0000000001,-4102745.0,-35.38
sector 55,5.6,2700.0,1008000.0000000001,-4095458.0,-35.75
sector 108,2.0,2500.0,360000.00000000006,-1546021.0,-37.03
sector 91,0.9,1186.0,162000.00000000003,-706887.0,-37.4
sector 50,2.7,2400.0,486000.00000000006,-2035078.0,-36.44
sector 69,0.6,667.0,108000.00000000001,-470322.0,-37.36
sector 33,0.85,900.0,153000.00000000003,-657884.0,-37.06
sector 66,2.8,1700.0,504000.00000000006,-2072029.0,-36.02
sector 57,6.25,2660.0,1125000.0000000002,-4552119.0,-35.65
sector 93,1.3,1152.0,234000.00000000003,-987459.0,-36.62
sector 24,1.9,5018.0,342000.00000000006,-1596334.0,-38.99
sector 106,0.39,567.0,70200.00000000001,-317365.0,-38.24
manesar,0.81,1900.0,145800.00000000003,-677663.0,-38.89
sector 85,1.77,1450.0,318600.00000000006,-1333353.0,-36.43
sector 104,2.65,2851.0,477000.00000000006,-2021450.0,-36.72
sector 84,0.41,565.0,73800.0,-331379.0,-38.08
sector 92,2.0,2453.0,360000.00000000006,-1543765.0,-37.0
sector 81,2.4,1650.0,432000.00000000006,-1787425.0,-36.17
sector 4,0.47,624.0,84600.00000000001,-376542.0,-37.87
sector 84,0.85,1222.0,153000.00000000003,-673340.0,-37.6
sector 37d,1.17,1276.0,210600.00000000003,-901695.0,-36.96
sector 67,3.5,2225.0,630000.0000000001,-2591086.0,-36.03
sector 70a,1.82,1600.0,327600.00000000006,-1375829.0,-36.51
sector 57,6.21,2700.0,1117800.0000000002,-4525819.0,-35.67
sector 66,1.5,1330.0,270000.00000000006,-1137105.0,-36.58
sector 2,5.7,4550.0,1026000.0000000001,-4254809.0,-36.22
sector 79,0.95,1385.0,171000.00000000003,-751715.0,-37.58
sector 36,0.37,319.0,66600.00000000001,-291351.0,-37.46
sector 14,2.75,2200.0,495000.00000000006,-2060753.0,-36.31
sector 50,6.75,3395.0,1215000.0000000002,-4940155.0,-35.76
sector 108,1.25,1500.0,225000.00000000003,-968888.0,-37.09
sector 43,2.1,1233.0,378000.00000000006,-1555756.0,-36.04
sector 67a,1.9,1991.0,342000.00000000006,-1451038.0,-36.75
sector 3,0.8,981.0,144000.00000000003,-626496.0,-37.33
sector 33,9.5,4914.0,1710000.0000000002,-6953220.0,-35.77
sector 1,2.01,1956.0,361800.0,-1526964.0,-36.63
sector 71,0.37,450.0,66600.00000000001,-297639.0,-37.96
sector 107,1.4,2137.0,252000.00000000003,-1105290.0,-37.52
sector 69,1.76,1674.0,316800.00000000006,-1337050.0,-36.63
sector 90,1.42,2139.0,255600.00000000003,-1119497.0,-37.49
sector 5,1.0,900.0,180000.00000000003,-763710.0,-36.75
sector 102,1.1,817.0,198000.00000000003,-830277.0,-36.48
sector 77,1.9,1582.0,342000.00000000006,-1431406.0,-36.43
sector 70a,1.9,2111.0,342000.00000000006,-1456798.0,-36.84
sector 54,1.75,2100.0,315000.00000000006,-1350443.0,-36.99
sector 77,1.55,1800.0,279000.00000000006,-1194941.0,-36.97
sector 84,1.2,1149.0,216000.00000000003,-916764.0,-36.76
sector 86,1.28,1740.0,230400.00000000003,-1001573.0,-37.31
sector 82a,1.25,1667.0,225000.00000000003,-976904.0,-37.29
sector 85,0.69,1075.0,124200.0,-553402.0,-37.89
sector 72,3.3,2000.0,594000.0000000001,-2439184.0,-35.99
sector 84,1.2,1457.0,216000.00000000003,-931548.0,-37.13
sector 77,1.2,1822.0,216000.00000000003,-949068.0,-37.57
sector 54,4.85,1607.0,873000.0000000001,-3513861.0,-35.53
sector 2,0.4,900.0,72000.00000000001,-340404.0,-39.3
sector 82,0.86,1294.0,154800.00000000003,-683851.0,-37.69
sector 33,1.7,1697.0,306000.00000000006,-1295824.0,-36.7
sector 70,1.15,1500.0,207000.00000000003,-898337.0,-37.28
sohna road,0.2,743.0,36000.00000000001,-191766.0,-42.18
sector 79,1.1,1154.0,198000.00000000003,-846453.0,-36.92
sector 81,1.45,1650.0,261000.00000000003,-1117190.0,-36.95
sector 109,6.3,7000.0,1134000.0000000002,-4795715.0,-36.67
sector 99,1.1,1368.0,198000.00000000003,-856725.0,-37.21
sector 82a,1.87,1668.0,336600.00000000006,-1414368.0,-36.52
sector 67,2.98,2047.0,536400.0000000001,-2215677.0,-36.13
sector 53,4.65,2646.0,837000.0000000001,-3422631.0,-35.9
sector 49,4.16,3219.0,748800.0000000001,-3104435.0,-36.21
sector 70a,2.75,2150.0,495000.00000000006,-2058353.0,-36.28
sector 81,2.25,1600.0,405000.00000000006,-1679198.0,-36.21
sohna road,0.3,650.0,54000.00000000001,-257853.0,-39.54
sector 110,1.0,120.0,180000.00000000003,-726270.0,-35.59
sector 113,2.0,1806.0,360000.00000000006,-1512709.0,-36.52
sector 113,2.7,2217.0,486000.00000000006,-2026294.0,-36.34
sector 113,1.38,1350.0,248400.0,-1053404.0,-36.74
sector 77,1.05,1600.0,189000.00000000003,-832586.0,-37.63
sector 103,1.5,1741.0,270000.00000000006,-1156833.0,-36.98
sector 60,2.5,1403.0,450000.00000000006,-1846120.0,-35.97
sector 56,1.65,2131.0,297000.00000000006,-1281380.0,-37.14
sector 111,3.45,2670.0,621000.0000000001,-2577171.0,-36.24
sector 65,1.3,812.0,234000.00000000003,-971139.0,-36.24
sector 89,0.95,804.0,171000.00000000003,-723827.0,-36.69
sector 70,1.25,1222.0,225000.00000000003,-955544.0,-36.77
sector 49,2.23,1840.0,401400.00000000006,-1676608.0,-36.39
sector 83,1.25,1970.0,225000.00000000003,-991448.0,-37.63
sector 79,2.0,2629.0,360000.00000000006,-1552213.0,-37.12
sector 48,2.5,2167.0,450000.00000000006,-1882792.0,-36.42
sector 67,3.4,2123.0,612000.0000000001,-2515639.0,-36.02
sector 5,0.4,500.0,72000.00000000001,-321204.0,-37.92
sector 92,0.99,1661.0,178200.00000000003,-793183.0,-37.87
sector 85,1.75,1825.0,315000.00000000006,-1337243.0,-36.76
sector 113,2.78,2599.0,500400.0,-2101071.0,-36.51
sector 78,0.62,1115.0,111600.00000000001,-505936.0,-38.3
sector 69,1.92,2172.0,345600.00000000006,-1473836.0,-36.87
sector 49,2.38,2061.0,428400.00000000006,-1793043.0,-36.43
sector 2,2.5,1557.0,450000.00000000006,-1853512.0,-36.06
sector 107,1.7,2505.0,306000.00000000006,-1334608.0,-37.39
sector 54,1.55,1900.0,279000.00000000006,-1199741.0,-37.06
sector 82a,2.91,3902.0,523800.00000000006,-2255331.0,-37.09
sector 57,4.75,1650.0,855000.0000000001,-3445374.0,-35.56
sohna road,0.73,1148.0,131400.00000000003,-585127.0,-37.88
sector 102,2.04,1644.0,367200.00000000006,-1533153.0,-36.38
sector 108,2.45,1460.0,441000.00000000006,-1813580.0,-36.03
sector 37d,1.07,1450.0,192600.00000000003,-839496.0,-37.38
sector 48,2.7,2000.0,486000.00000000006,-2015878.0,-36.22
sector 89,0.97,1371.0,174600.00000000003,-765153.0,-37.5
sector 33,1.7,1619.0,306000.00000000006,-1292080.0,-36.64
sector 9,1.25,2007.0,225000.00000000003,-993224.0,-37.67
sector 50,12.5,3060.0,2250000.0000000005,-8980759.0,-35.34
sector 71,1.25,1577.0,225000.00000000003,-972584.0,-37.18
sector 79,1.34,1423.0,241200.00000000003,-1028688.0,-36.87
sector 81,0.5,700.0,90000.00000000001,-401355.0,-37.91
sector 3,0.92,603.0,165600.00000000003,-693013.0,-36.43
sector 25,9.0,2700.0,1620000.0000000002,-6494193.0,-35.44
sector 77,2.25,1810.0,405000.00000000006,-1689278.0,-36.35
sector 38,4.0,4800.0,720000.0000000001,-3067441.0,-36.84
sohna road,0.95,1210.723472,171000.00000000003,-743350.0,-37.31
sector 50,2.97,2600.0,534600.0000000001,-2235166.0,-36.41
sector 59,5.5,2738.0,990000.0000000001,-4026731.0,-35.77
sector 65,6.15,3355.0,1107000.0000000002,-4514928.0,-35.84
sector 49,2.5,1900.0,450000.00000000006,-1869976.0,-36.27
sector 67a,0.62,581.0,111600.00000000001,-480304.0,-37.08
sector 84,0.9,1652.0,162000.00000000003,-729255.0,-38.14
sector 90,1.55,2139.0,279000.00000000006,-1211213.0,-37.28
sector 9,3.2,2367.0,576000.0000000001,-2386249.0,-36.2
sector 108,3.95,2343.0,711000.0000000001,-2914230.0,-35.95
sector 105,0.37,450.0,66600.00000000001,-297639.0,-37.96
sector 65,2.7,1650.0,486000.00000000006,-1999078.0,-36.03
sector 58,2.2,1432.0,396000.00000000006,-1635859.0,-36.13
sector 81,0.38,444.0,68400.00000000001,-304406.0,-37.87
sohna road,0.24,378.0,43200.00000000001,-202466.0,-39.09
sector 79,1.35,2161.0,243000.00000000003,-1071167.0,-37.64
sector 12,1.35,2052.0,243000.00000000003,-1065935.0,-37.53
sector 49,1.85,1471.12,333000.00000000006,-1390808.0,-36.38
sector 104,1.9,1365.0,342000.00000000006,-1420990.0,-36.26
sector 107,0.37,615.0,66600.00000000001,-305559.0,-38.58
sector 102,1.35,1230.0,243000.00000000003,-1026479.0,-36.65
sector 6,0.66,612.0,118800.00000000001,-510013.0,-37.02
sector 67,1.5,200.0,270000.00000000006,-1082865.0,-35.45
sector 55,5.0,1125.0,900000.0000000001,-3596552.0,-35.37
sector 53,7.4,2477.0,1332000.0000000002,-5354672.0,-35.5
sohna road,0.74,1367.0,133200.00000000003,-602694.0,-38.26
sector 85,1.14,1484.0,205200.0,-890514.0,-37.28
sector 2,3.0,1557.0,540000.0000000001,-2206267.0,-35.88
sector 79,2.01,2141.0,361800.0,-1535844.0,-36.76
sector 92,0.58,1281.0,104400.00000000001,-485684.0,-38.91
sohna road,0.96,1131.0,172800.00000000003,-746578.0,-37.17
sector 108,1.7,1500.29,306000.00000000006,-1286381.0,-36.53
sector 37d,1.79,1808.0,322200.00000000006,-1364647.0,-36.71
sector 108,2.4,1250.0,432000.00000000006,-1768225.0,-35.92
sector 65,1.95,1556.0,351000.00000000006,-1465433.0,-36.37
sector 112,2.8,2441.0,504000.00000000006,-2107597.0,-36.41
sector 86,1.23,1339.0,221400.00000000003,-947050.0,-36.94
sector 92,0.95,1770.0,171000.00000000003,-770195.0,-38.15
sector 7,1.3,963.0,234000.00000000003,-978387.0,-36.41
sector 88a,1.5,2056.0,270000.00000000006,-1171953.0,-37.28
sector 26,19.0,4518.0,3420000.0000000005,-13636560.0,-35.32
sector 82,0.94,1299.0,169200.00000000003,-740532.0,-37.47
sector 48,8.5,3240.0,1530000.0000000002,-6167358.0,-35.57
sector 99,0.27,552.0,48600.00000000001,-231984.0,-39.53
sector 55,1.9,2000.0,342000.00000000006,-1451470.0,-36.76
sector 90,0.65,1222.0,117000.00000000001,-532238.0,-38.38
sohna road,1.2,535.0,216000.00000000003,-887292.0,-36.0
sector 92,1.22,2093.0,219600.00000000003,-976187.0,-37.84
sector 68,1.32,1460.0,237600.00000000003,-1016354.0,-36.94
sector 104,1.32,1403.0,237600.00000000003,-1013618.0,-36.88
sector 90,1.9,2512.0,342000.00000000006,-1476046.0,-37.15
sector 8,0.82,900.0,147600.0,-636718.0,-37.14
sector 61,1.57,1150.0,282600.00000000006,-1177851.0,-36.34
sector 102,2.0,1676.0,360000.00000000006,-1506469.0,-36.43
sector 79,0.9,1450.0,162000.00000000003,-719559.0,-37.82
sector 43,3.3,1242.0,594000.0000000001,-2402800.0,-35.65
sector 104,2.55,2509.0,459000.00000000006,-1934483.0,-36.59
sector 109,6.8,5400.0,1224000.0000000002,-5071670.0,-36.2
sector 71,1.25,1577.0,225000.00000000003,-972584.0,-37.18
sector 81,3.25,2491.0,585000.0000000001,-2427476.0,-36.23
sector 61,3.87,2250.0,696600.0000000001,-2853325.0,-35.93
sector 9,1.1,200.0,198000.00000000003,-800661.0,-35.64
sector 82a,3.85,5711.0,693000.0000000001,-3005343.0,-37.26
sohna road,1.1,1319.0,198000.00000000003,-854373.0,-37.14
sector 50,11.0,2700.0,1980000.0000000002,-7905213.0,-35.35
sector 60,3.75,2534.0,675000.0000000001,-2782296.0,-36.08
sector 79,0.8,1172.0,144000.00000000003,-635664.0,-37.67
sector 109,7.0,6228.0,1260000.0000000002,-5252516.0,-36.34
sector 2,1.26,1416.0,226800.00000000003,-971911.0,-36.98
sector 90,1.3,1929.0,234000.00000000003,-1024755.0,-37.49
sector 69,0.74,1210.0,133200.00000000003,-595158.0,-37.96
sector 70a,2.8,2350.0,504000.00000000006,-2103229.0,-36.36
manesar,2.0,1337.4,360000.00000000006,-1490216.0,-36.18
sector 74,1.4,1289.0,252000.00000000003,-1064586.0,-36.65
sector 89,0.88,1228.0,158400.00000000003,-694793.0,-37.53
sector 90,1.25,1650.0,225000.00000000003,-976088.0,-37.27
sector 83,1.6,1674.0,288000.00000000006,-1224168.0,-36.79
sector 25,10.55,2700.0,1899000.0000000002,-7587734.0,-35.36
sector 65,6.1,3027.0,1098000.0000000002,-4463909.0,-35.76
sector 69,1.8,1819.0,324000.00000000006,-1372231.0,-36.71
sector 1,0.85,2200.0,153000.00000000003,-720284.0,-39.2
sector 83,1.75,1600.0,315000.00000000006,-1326443.0,-36.57
sector 85,1.18,1630.0,212400.00000000003,-925742.0,-37.38
sector 84,1.02,1896.0,183600.00000000003,-825629.0,-38.11
sector 95,0.56,1364.0,100800.00000000003,-475558.0,-39.25
sector 70a,2.1,667.0,378000.00000000006,-1528588.0,-35.64
sector 70a,2.6,2406.0,468000.00000000006,-1964815.0,-36.5
sector 67a,0.7,657.0,126000.00000000001,-540393.0,-37.0
sector 111,4.67,3056.0,840600.0000000001,-3456421.0,-36.02
sector 92,0.75,1298.0,135000.00000000003,-606437.0,-38.09
sector 68,1.02,1250.0,183600.00000000003,-794621.0,-37.21
sector 72,3.9,2509.0,702000.0000000001,-2886922.0,-36.03
sector 86,1.93,2068.0,347400.00000000006,-1475899.0,-36.78
sector 62,4.0,2343.0,720000.0000000001,-2949505.0,-35.94
sector 65,2.85,1975.0,513000.00000000006,-2120504.0,-36.14
sector 92,0.49,1109.0,88200.00000000001,-413932.0,-39.12
sector 77,1.1,1829.0,198000.00000000003,-878853.0,-37.8
sector 81,2.12,1650.0,381600.00000000006,-1589882.0,-36.33
sector 7,1.0,126.0,180000.00000000003,-726558.0,-35.6
sector 82,1.22,2000.0,219600.00000000003,-971723.0,-37.73
sector 60,2.85,2045.0,513000.00000000006,-2123864.0,-36.18
sector 85,1.4,1400.0,252000.00000000003,-1069914.0,-36.76
sector 70,1.1,1026.0,198000.00000000003,-840309.0,-36.75
sector 70a,2.5,2127.0,450000.00000000006,-1880872.0,-36.4
sector 95,0.38,610.0,68400.00000000001,-312374.0,-38.48
sector 50,11.58,3240.0,2084400.0000000002,-8340329.0,-35.4
sector 7,2.3,1350.0,414000.00000000006,-1702474.0,-36.03
sector 48,6.4,2592.0,1152000.0000000002,-4654682.0,-35.62
sector 74,2.25,1938.0,405000.00000000006,-1695422.0,-36.44
sector 13,2.25,400.0,405000.00000000006,-1621598.0,-35.41
sector 37d,1.08,1700.0,194400.00000000003,-858551.0,-37.69
sector 70,1.5,1527.0,270000.00000000006,-1146561.0,-36.77
sector 103,2.45,2602.0,441000.00000000006,-1868396.0,-36.72
sector 70a,5.35,6000.0,963000.0000000001,-4077480.0,-36.7
sector 37,0.42,833.0,75600.00000000001,-351298.0,-38.89
sector 31,5.5,2663.0,990000.0000000001,-4023131.0,-35.75
sector 26,5.8,1800.0,1044000.0000000001,-4193360.0,-35.48
sector 83,0.95,1489.0,171000.00000000003,-756707.0,-37.73
sector 99,1.16,1790.0,208800.00000000003,-919312.0,-37.61
sector 89,1.5,1480.0,270000.00000000006,-1144305.0,-36.72
sector 65,2.8,1867.0,504000.00000000006,-2080045.0,-36.11
sector 70a,2.4,1946.0,432000.00000000006,-1801633.0,-36.35
sector 62,2.1,1500.0,378000.00000000006,-1568572.0,-36.23
sector 90,0.65,1222.0,117000.00000000001,-532238.0,-38.38
sector 65,5.9,3043.0,1062000.0000000002,-4323575.0,-35.79
sector 37,0.95,1697.0,171000.00000000003,-766691.0,-38.04
sector 70a,1.2,1450.0,216000.00000000003,-931212.0,-37.12
sector 113,1.85,1429.0,333000.00000000006,-1388786.0,-36.35
sector 79,1.15,1200.0,207000.00000000003,-883937.0,-36.9
sector 49,2.45,1865.0,441000.00000000006,-1833020.0,-36.27
sector 83,1.25,1700.0,225000.00000000003,-978488.0,-37.32
sector 86,0.45,646.0,81000.00000000001,-363488.0,-38.06
sector 57,6.0,2700.0,1080000.0000000002,-4377662.0,-35.69
sector 60,3.6,2604.0,648000.0000000001,-2679829.0,-36.16
sector 85,1.17,1550.0,210600.00000000003,-914847.0,-37.3
sector 105,0.55,56.0,99000.00000000001,-405719.0,-35.95
sector 49,2.75,1386.0,495000.00000000006,-2021681.0,-35.87
sector 92,0.45,833.0,81000.00000000001,-372464.0,-38.64
sector 22,4.78,2500.0,860400.0000000001,-3507339.0,-35.82
sector 84,0.9,1525.0,162000.00000000003,-723159.0,-37.94
sector 84,0.27,387.0,48600.00000000001,-224064.0,-38.7
sector 33,1.62,129.42,291600.00000000006,-1164139.0,-35.35
sector 49,6.5,3456.0,1170000.0000000002,-4766705.0,-35.81
sector 89,1.25,1423.0,225000.00000000003,-965192.0,-37.0
sector 52,2.25,1800.0,405000.00000000006,-1688798.0,-36.35
sector 110,3.4,3077.0,612000.0000000001,-2561431.0,-36.43
sector 102,1.35,1315.0,243000.00000000003,-1030559.0,-36.74
sector 113,1.32,1199.0,237600.00000000003,-1003826.0,-36.65
sector 49,1.6,60.0,288000.00000000006,-1146696.0,-35.28
sector 25,6.5,1800.0,1170000.0000000002,-4687217.0,-35.42
sector 109,2.2,1860.0,396000.00000000006,-1656403.0,-36.42
sector 82,0.97,1620.0,174600.00000000003,-777105.0,-37.87
sector 24,1.6,540.0,288000.00000000006,-1169736.0,-35.74
sector 39,5.15,3660.0,927000.0000000001,-3824058.0,-36.1
